erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
1175,Wallet & shop standard for all tokens (erc20),,tokens-fungible,infrastructure-meta,medium,,Stagnant,Standards Track,ERC,2018-06-21,,,Jet Lim (@Nitro888),Jet Lim (@Nitro888),20,,20,0,1,0.00094087,1,False,False,False,1780,53,https://github.com/ethereum/EIPs/issues/1182,Wallet and shop standard for ERC-20 tokens enabling single-call payments.,Proposes infrastructure for commerce using ERC-20 tokens; status is Stagnant.
1178,Multi-class Token Standard,,tokens-fungible,,high,,Stagnant,Standards Track,ERC,2018-06-22,,,Albert Chon <achon@stanford.edu>,Albert Chon <achon@stanford.edu>,,,,0,0,0.00094087,0,False,False,False,1465,13,https://github.com/ethereum/EIPs/issues/1179,Multi-class fungible token standard supporting multiple token classes within one contract.,Allows tokens to be fungible within same class but non-fungible across classes; status is Stagnant.
1185,Storage of DNS Records in ENS,A system to store and retrieve DNS records within the ENS contract.,reputation-identity,,medium,,Review,Standards Track,ERC,2018-06-26,,,Jim McDonald (@mcdee),Jim McDonald (@mcdee),137,2390,137,1,1,0.00114081,1,True,False,True,1736,12,https://ethereum-magicians.org/t/eip1185-dns-resolver-profile-for-ens/1589,Storage of DNS records within ENS resolver profile for domain name resolution.,Extends ENS with DNS record storage; operates at record-set level rather than zone level.
1191,Add chain id to mixed-case checksum address encoding,,security-permissions,,high,,Last Call,Standards Track,ERC,2018-03-18,2019-11-18,,Juliano Rizzo (@juli),Juliano Rizzo (@juli),55;155,7529;8117,55;155,2,1,0.00214049,1,False,True,False,535,11,https://github.com/ethereum/EIPs/issues/1121,Chain-aware checksum encoding for Ethereum addresses to prevent cross-network fund loss.,Extends EIP-55 with chain ID to distinguish addresses across different networks.
1202,Voting Interface,A general interface for voting on-chain,governance,,high,,Review,Standards Track,ERC,2018-07-08,,,"Zainan Victor Zhou (@xinbenlv), ERC-1202 Working Group <erc1202@googlegroups.com>",Zainan Victor Zhou (@xinbenlv);ERC-1202 Working Group <erc1202@googlegroups.com>,5269,,20;721;777;5247;5269;5453,0,1,0.00094087,3,True,False,False,1311,13,https://ethereum-magicians.org/t/eip-1202-voting-interface/11484,Voting interface standard for on-chain governance with vote casting and result tracking.,"Defines voting API with support for single/multi-vote, weights, and delegation; leaves proposals out of scope."
1203,ERC-1203 Multi-Class Token Standard (ERC-20 Extension),,tokens-fungible,,high,,Stagnant,Standards Track,ERC,2018-07-01,,,"Jeff Huang <jeffishjeff@gmail.com>, Min Zu <crawlregister@gmail.com>",Jeff Huang <jeffishjeff@gmail.com>;Min Zu <crawlregister@gmail.com>,,,20;721;1178,0,0,0.00094087,0,False,True,False,1401,13,https://github.com/ethereum/EIPs/issues/1203,Multi-class token standard extending ERC-20 with support for multiple fungible token classes.,Hybrid of ERC-20 and ERC-721 with optional class conversion; maintains ERC-20 backwards compatibility.
1207,DAuth Access Delegation Standard,,security-permissions,,high,,Stagnant,Standards Track,ERC,2018-07-10,,,"Xiaoyu Wang (@wxygeek), Bicong Wang (@Wangbicong)",Xiaoyu Wang (@wxygeek);Bicong Wang (@Wangbicong),,,,0,0,0.00094087,0,False,False,False,894,8,https://github.com/ethereum/EIPs/issues/1207,DAuth access delegation standard for authorizing contracts to access user data and assets.,Distributed authorization without access tokens; inspired by OAuth but decentralized on-chain.
1261,Membership Verification Token (MVT),,reputation-identity,governance,high,,Stagnant,Standards Track,ERC,2018-07-14,,,"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Chaitanya Potti (@chaitanyapotti);Partha Bhattacharya (@pb25193),165;173,1417,165;173;721;725,1,2,0.00134075,1,False,True,False,4056,11,https://github.com/ethereum/EIPs/issues/1261,"Membership Verification Token standard for non-transferable, revocable membership proof.",Non-transferable tokens with attributes; enables permissioned governance and compliance applications.
1271,Standard Signature Validation Method for Contracts,Standard way to verify a signature when the account is a smart contract,security-permissions,,high,,Final,Standards Track,ERC,2018-07-25,,,"Francisco Giordano (@frangio), Matt Condon (@shrugs), Philippe Castonguay (@PhABC), Amir Bandeali (@abandeali1), Jorge Izquierdo (@izqui), Bertrand Masius (@catageek)",Francisco Giordano (@frangio);Matt Condon (@shrugs);Philippe Castonguay (@PhABC);Amir Bandeali (@abandeali1);Jorge Izquierdo (@izqui);Bertrand Masius (@catageek),,1077;4361;4973;5453;5719;5732;6066;6492;6538;6551;6900;6981;7093;7231;7498;7579;7597;7598;7604;7710;7739;7741;7964;8001;8004;8092;8107,712,27,0,0.01324433,0,True,False,True,1052,8,https://github.com/ethereum/EIPs/issues/1271,Standard signature validation method for smart contracts to verify signed messages.,Enables contract-based signature verification via isValidSignature() function; context-dependent validation.
1319,Smart Contract Package Registry Interface,,infrastructure-meta,,high,,Stagnant,Standards Track,ERC,2018-08-13,,,"Piper Merriam <piper@ethereum.org>, Christopher Gewecke <christophergewecke@gmail.com>, g. nicholas d'andrea <nick.dandrea@consensys.net>, Nick Gheorghita (@njgheorghita)",Piper Merriam <piper@ethereum.org>;Christopher Gewecke <christophergewecke@gmail.com>;g. nicholas d'andrea <nick.dandrea@consensys.net>;Nick Gheorghita (@njgheorghita),,,165;926;1123,0,0,0.00094087,0,False,False,False,1153,14,https://github.com/ethereum/EIPs/issues/1319,Smart contract package registry interface for publishing and retrieving versioned contract packages.,Read/write API for package registries with semver versioning support; companion to EIP-1123.
1328,WalletConnect URI Format,Define URI format for initiating connections between applications and wallets,infrastructure-meta,,high,,Final,Standards Track,ERC,2018-08-15,,,"ligi (@ligi), Pedro Gomes (@pedrouid)",ligi (@ligi);Pedro Gomes (@pedrouid),,4361,,1,0,0.00137274,0,True,False,False,328,11,https://ethereum-magicians.org/t/wallet-connect-eip/850,WalletConnect URI format specification for QR code-based wallet connection initiation.,Defines URI syntax for v1.0 and v2.0 protocols; enables app-to-wallet communication via QR/link.
1337,Subscriptions on the blockchain,,defi,tokens-fungible,medium,,Stagnant,Standards Track,ERC,2018-08-01,,,"Kevin Owocki <kevin@gitcoin.co>, Andrew Redden <andrew@blockcrushr.com>, Scott Burke <scott@blockcrushr.com>, Kevin Seagraves <k.s.seagraves@gmail.com>, Luka Kacil <luka.kacil@gmail.com>, Štefan Šimec <stefan.simec@gmail.com>, Piotr Kosiński (@kosecki123), ankit raj <tradeninja7@gmail.com>, John Griffin <john@atchai.com>, Nathan Creswell <nathantr@gmail.com>",Kevin Owocki <kevin@gitcoin.co>;Andrew Redden <andrew@blockcrushr.com>;Scott Burke <scott@blockcrushr.com>;Kevin Seagraves <k.s.seagraves@gmail.com>;Luka Kacil <luka.kacil@gmail.com>;Štefan Šimec <stefan.simec@gmail.com>;Piotr Kosiński (@kosecki123);ankit raj <tradeninja7@gmail.com>;John Griffin <john@atchai.com>;Nathan Creswell <nathantr@gmail.com>,20;165,,20;165,0,2,0.00094087,1,False,True,False,1362,21,https://ethereum-magicians.org/t/eip-1337-subscriptions-on-the-blockchain/4422,Subscription payment standard enabling recurring blockchain-based subscription transactions.,Uses signed hashes for replay-able transactions; enables SaaS business models on-chain; status is Stagnant.
1363,Payable Token,,tokens-fungible,,high,,Final,Standards Track,ERC,2018-08-30,,,Vittorio Minacori (@vittominacori),Vittorio Minacori (@vittominacori),20;165,,20;165;223;677;721,0,2,0.00094087,1,True,False,False,1297,8,https://github.com/ethereum/eips/issues/1363,Payable token standard enabling callbacks after transfer or approval in single transaction.,Inspired by ERC-721 receiver pattern; maintains ERC-20 backwards compatibility with added callback support.
1386,Attestation management contract,,reputation-identity,,high,,Stagnant,Standards Track,ERC,2018-09-08,,,"Weiwu Zhang <a@colourful.land>, James Sangalli <j.l.sangalli@gmail.com>",Weiwu Zhang <a@colourful.land>;James Sangalli <j.l.sangalli@gmail.com>,,,1388;1387,0,0,0.00094087,0,False,False,False,621,5,https://github.com/ethereum/EIPs/issues/1386,"Attestation management contract for issuing, validating, and revoking cryptographic attestations.","Part of attestation ecosystem (1386, 1387, 1388). Enables off-chain signed attestations to be verified on-chain with revocation via bloom filters."
1387,Merkle Tree Attestations with Privacy enabled,,reputation-identity,,high,,Stagnant,Standards Track,ERC,2018-09-08,,,"Weiwu Zhang <a@colourful.land>, James Sangalli <j.l.sangalli@gmail.com>",Weiwu Zhang <a@colourful.land>;James Sangalli <j.l.sangalli@gmail.com>,,,1388;1386,0,0,0.00094087,0,False,False,False,224,5,https://github.com/ethereum/EIPs/issues/1387,Merkle tree attestations with privacy support for verifying claims without revealing full attestation.,Privacy-preserving attestation standard allowing partial revelation via Merkle trees; complements ERC-1386.
1388,Attestation Issuers Management List,,reputation-identity,,high,,Stagnant,Standards Track,ERC,2018-09-08,,,"Weiwu Zhang <a@colourful.land>, James Sangalli <j.l.sangalli@gmail.com>",Weiwu Zhang <a@colourful.land>;James Sangalli <j.l.sangalli@gmail.com>,,,1387;1386,0,0,0.00094087,0,False,False,False,615,4,https://github.com/ethereum/EIPs/issues/1388,Registry for managing lists of trusted attestation issuers with specific capabilities and expiry.,Curated registry allowing smart contracts to trust attestation issuers; part of attestation ecosystem.
1417,Poll Standard,,governance,,high,,Stagnant,Standards Track,ERC,2018-09-16,,,"Chaitanya Potti (@chaitanyapotti), Partha Bhattacharya (@pb25193)",Chaitanya Potti (@chaitanyapotti);Partha Bhattacharya (@pb25193),165;1261,,165;1261,0,2,0.00094087,2,False,True,False,3585,13,https://github.com/ethereum/EIPs/issues/1417,Modular poll standard supporting flexible voting schemes with membership qualification.,"Modularized governance enabling diverse voting types (token-proportional, quadratic, delegated) via permissioning."
1438,dApp Components (avatar) & Universal Wallet,,other,,low,dApp component registry (avatar/badge store) and universal wallet,Stagnant,Standards Track,ERC,2018-09-21,,,Jet Lim (@Nitro888),Jet Lim (@Nitro888),,,20,0,0,0.00094087,0,False,True,False,735,16,https://ethresear.ch/t/avatar-system-and-universal-wallet-for-ethereum-address/3473,Avatar store and universal wallet for reusable dApp components across Ethereum ecosystem.,Proposes component-based architecture for avatars/badges and unified ERC-20 wallet; falls outside standard taxonomies.
1444,Localized Messaging with Signal-to-Text,,infrastructure-meta,,high,,Stagnant,Standards Track,ERC,2018-09-23,,,"Brooklyn Zelenka (@expede), Jennifer Cooper (@jenncoop)",Brooklyn Zelenka (@expede);Jennifer Cooper (@jenncoop),,,1066,0,0,0.00094087,0,False,False,False,1845,29,https://ethereum-magicians.org/t/eip-1444-localized-messaging-with-signal-to-text/,Decentralized localization system converting machine codes to human-readable text in any language.,Registry and proxy pattern for multilingual message translation; integrates with ERC-1066 status codes.
1450,RTA-Controlled Security Token,Security tokens where the Registered Transfer Agent has exclusive control over transfers for regulatory compliance,rwa,security-permissions,high,,Last Call,Standards Track,ERC,2018-09-25,2026-07-14,,"Howard Marks (@howardmarks) <howard@startengine.com>, Devender Gollapally (@devender-startengine) <devender@startengine.com>, Joe Mathews (@se-joe) <joe@startengine.com>, Jordan Jahja (@jordan-jahja) <jordan.jahja@startengine.com>, John Shiple (@johnshiple), David Zhang (@david-colab) <david@startengine.com>",Howard Marks (@howardmarks) <howard@startengine.com>;Devender Gollapally (@devender-startengine) <devender@startengine.com>;Joe Mathews (@se-joe) <joe@startengine.com>;Jordan Jahja (@jordan-jahja) <jordan.jahja@startengine.com>;John Shiple (@johnshiple);David Zhang (@david-colab) <david@startengine.com>,20;165;6093,,20;165;6093;3668;1820;1643;1644,0,3,0.00094087,3,True,True,True,17023,96,https://ethereum-magicians.org/t/erc-1450-rta-controlled-security-token-standard/26385,RTA-controlled security token with exclusive transfer authority and KYC/AML compliance mechanisms.,Regulated securities with Registered Transfer Agent exclusive control; disables standard ERC-20 transfer/approve; supports recovery and court orders.
1462,Base Security Token,,rwa,,high,,Stagnant,Standards Track,ERC,2018-10-01,,,"Maxim Kupriianov <mk@atlant.io>, Julian Svirsky <js@atlant.io>",Maxim Kupriianov <mk@atlant.io>;Julian Svirsky <js@atlant.io>,20;1066,,20;1066;1444,0,2,0.00094087,1,False,False,False,1501,10,https://ethereum-magicians.org/t/erc-1462-base-security-token/1501,Base security token with compliance checking functions and legal document attachment.,Minimal security token extension adding transfer/mint/burn checks and document references; foundational rather than prescriptive.
1484,Digital Identity Aggregator,,reputation-identity,,high,,Stagnant,Standards Track,ERC,2018-10-12,,,"Anurag Angara <anurag.angara@gmail.com>, Andy Chorlian <andychorlian@gmail.com>, Shane Hampton <shanehampton1@gmail.com>, Noah Zinsmeister <noahwz@gmail.com>",Anurag Angara <anurag.angara@gmail.com>;Andy Chorlian <andychorlian@gmail.com>;Shane Hampton <shanehampton1@gmail.com>;Noah Zinsmeister <noahwz@gmail.com>,191,,191;725;1056,0,1,0.00094087,1,False,False,False,3654,53,https://github.com/ethereum/EIPs/issues/1495,Digital identity aggregator protocol supporting multiple associated addresses and resolver contracts.,Un-opinionated identity registry enabling complex identity applications via associated addresses and resolvers; DID-compatible.
1491,Human Cost Accounting Standard (Like Gas but for humans),,other,,low,human capital accounting tokens based on BDI model,Stagnant,Standards Track,ERC,2018-10-12,,,Iamnot Chris (@cohabo),Iamnot Chris (@cohabo),,,20;721;1155,0,0,0.00094087,0,False,True,False,3089,13,https://github.com/freeworkculture/kazini/issues/11,"Human capital accounting standard tracking experience, reputation, and talents via BDI agent model.",Speculative proposal applying belief-desire-intention framework to token-based human capital; incomplete implementation status.
1504,Upgradable Smart Contract,,infrastructure-meta,,high,,Stagnant,Standards Track,ERC,2018-10-17,,,"Kaidong Wu <wukd94@pku.edu.cn>, Chuqiao Ren <cr025@bucknell.edu>, Ruthia He <rujiahe@gmail.com>, Yun Ma <mayun@pku.edu.cn>, Xuanzhe Liu <liuxuanzhe@pku.edu.cn>",Kaidong Wu <wukd94@pku.edu.cn>;Chuqiao Ren <cr025@bucknell.edu>;Ruthia He <rujiahe@gmail.com>;Yun Ma <mayun@pku.edu.cn>;Xuanzhe Liu <liuxuanzhe@pku.edu.cn>,,,,0,0,0.00094087,0,False,False,False,2377,15,https://github.com/ethereum/EIPs/issues/1503,Upgradable smart contract pattern with separate handler/data contracts and optional voting mechanism.,Contract architecture for bug fixes and improvements via handler swapping while preserving data; includes governance component.
1523,Standard for Insurance Policies as ERC-721 Non Fungible Tokens,,nft,rwa,high,,Stagnant,Standards Track,ERC,2018-10-10,,,Christoph Mussenbrock (@christoph2806),Christoph Mussenbrock (@christoph2806),721,,721,0,1,0.00094087,2,False,True,False,1054,13,https://github.com/ethereum/EIPs/issues/1523,Insurance policy standard based on ERC-721 with policy-specific metadata structure.,"Specialized NFT for insurance contracts with carrier, risk, and premium metadata; applies 721 to regulated assets."
1538,Transparent Contract Standard,,infrastructure-meta,,high,,Withdrawn,Standards Track,ERC,2018-10-31,,,Nick Mudge <nick@perfectabstractions.com>,Nick Mudge <nick@perfectabstractions.com>,,,2535,0,0,0.00094087,0,False,False,False,4178,40,https://github.com/ethereum/EIPs/issues/1538,Transparent contract standard enabling atomic function upgrades with event logging.,Superseded by ERC-2535 (Diamond); pioneered modular upgradability via delegatecall with documented change history.
1577,contenthash field for ENS,,infrastructure-meta,,high,,Stagnant,Standards Track,ERC,2018-11-13,,,"Dean Eigenmann <dean@ens.domains>, Nick Johnson <nick@ens.domains>",Dean Eigenmann <dean@ens.domains>;Nick Johnson <nick@ens.domains>,,2520;5139,,2,0,0.00254036,0,False,False,False,496,9,,ENS contenthash field for mapping names to distributed content via multicodec format.,"Deprecates ENS 'content' and 'multihash' fields; supports IPFS, Swarm, and other protocols via machine-readable multicodec."
